StartDate	EndDate	Status	IPAddress	Progress	Duration (in seconds)	Finished	RecordedDate	ResponseId	RecipientLastName	RecipientFirstName	RecipientEmail	ExternalReference	LocationLatitude	LocationLongitude	DistributionChannel	UserLanguage	Q1	Q2	Q3	Q4	Q5	Q5_9_TEXT	Q6	Q7	HUMS1	HUMS2	HUMS3	HUMS4	HUMS5	HUMS6	HUMS7	HUMS8	HUMS9	HUMS10	HUMS11	HUMS12	HUMS13	MAS1	MAS2	MAS3	MAS4	MAS5	MAS6	MAS7	MAS8	MAS9	MAS10	MAS11	MAS12	MAS13	MAS14	MAS15	MAS16	MAS17	MAS18	MAS19	MAS20	MAS21	MAS22	MAS23	MAS24	MAS25	MAS26	MAS27	MAS28	GOLD1-AE	GOLD2-AE	GOLD3-AE	GOLD4-AE	GOLD5-AE	GOLD6-AE	GOLD7-AE	GOLD8-AE	GOLD9-AE	GOLD1-MT	GOLD2-MT	GOLD3-MT	GOLD4-MT	GOLD5-MT	GOLD6-MT	GOLD7-MT
		IP Address		94	209	True		SYN_0186							anonymous	EN	I consent to participate in this study	29	Prefer not to say	Bachelor's degree	English		Advanced	Country A	Never	Almost never	Never	Never	Sometimes	Sometimes	Almost never	Never	Never	Almost never	Almost never	Never	Almost never	Strongly disagree	Strongly disagree	Disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Completely disagree	Completely disagree	Strongly disagree	Completely disagree	Strongly disagree	Strongly disagree	Strongly disagree	Agree	Completely disagree	Completely disagree	Strongly disagree	Completely disagree	Completely disagree	Completely disagree	Neither agree nor disagree	Strongly disagree	Strongly disagree	Completely disagree	Completely disagree	Strongly disagree	Completely disagree	Completely disagree	Completely agree	prefer not to say	Strongly disagree	2	Completely disagree	Neither agree nor disagree	15-30 min	Completely disagree	Strongly agree	10 or more	5 or more	Disagree	3	3-5	1	Agree
		IP Address		94	1397	True		SYN_0187							anonymous	EN	I consent to participate in this study	48	Male	Doctorate	English		Intermediate	Country C	Never	Almost never	Almost never	Almost never	Never	Never	Almost never	Sometimes	Sometimes	Never	Never	Almost never	Almost never	Neither agree nor disagree	Neither agree nor disagree	Agree	Disagree	Agree	Strongly agree	Completely agree	Agree	Strongly agree	Completely agree	Completely disagree	Agree	Agree	Completely disagree	Completely agree	Neither agree nor disagree	Neither agree nor disagree	Disagree	Strongly agree	Completely agree	Neither agree nor disagree	Completely agree	Neither agree nor disagree	Completely disagree	Strongly disagree	Neither agree nor disagree	Agree	Agree	Disagree	Completely disagree	Disagree	3	Strongly disagree	Strongly agree	60-90 min	Completely disagree	Completely agree	10 or more	1.5	Strongly disagree	0	3-5	4	Strongly disagree
		IP Address		100	770	True		SYN_0188							anonymous	EN	I consent to participate in this study	43	Prefer not to say	Doctorate	Other		Advanced	Country B	Almost never	Often	Sometimes	Sometimes	Often	Never	Always	Often	Almost never	Never	Never	Never	Almost never	Neither agree nor disagree	Completely disagree	Strongly disagree	Neither agree nor disagree	Strongly disagree	Completely disagree	Completely disagree	Completely agree	Neither agree nor disagree	Completely disagree	Completely disagree	Completely disagree	Strongly agree	Agree	Strongly disagree	Neither agree nor disagree	Agree	Agree	Strongly disagree	Completely agree	Agree	Agree	Neither agree nor disagree	Agree	Agree	Strongly disagree	Completely disagree	Agree	Strongly disagree	Strongly disagree	Strongly agree	0	Strongly disagree	Neither agree nor disagree	2 hrs	Completely agree	Strongly agree	6-9	1	Disagree	0.5	0	4	Disagree
		IP Address		96	470	True		SYN_0189							anonymous	EN	I consent to participate in this study	61	Female	Master's degree	Other		Elementary	Country A	Almost never	Sometimes	Always	Often	Sometimes	Often	Almost never	Never	Always	Always	Always	Often		Neither agree nor disagree	Agree	Agree	Completely agree	Agree	Completely agree	Agree	Completely agree	Completely agree	Completely agree	Completely agree	Completely agree	Agree	Strongly disagree	Strongly agree	Agree	Strongly agree	Disagree	Strongly agree	Agree	Agree	Disagree	Neither agree nor disagree	Strongly agree	Disagree	Completely agree	Strongly agree	Completely disagree	Disagree	Neither agree nor disagree	Disagree	3	Strongly disagree	Agree	prefer not to say	Neither agree nor disagree	Agree	2	1	Agree	4-6	0.5	6 or more	Completely agree
		IP Address		91	718	True		SYN_0190							anonymous	EN	I consent to participate in this study	25	Prefer not to say	High school	English		Intermediate	Country B	Always	Almost never	Never	Almost never	Never	Often	Never	Often	Never	Often	Sometimes	Always	Almost never	Agree	Agree	Strongly disagree	Agree	Disagree	Completely disagree	Neither agree nor disagree	Completely agree	Neither agree nor disagree	Strongly disagree	Disagree	Agree	Disagree	Agree	Strongly agree	Strongly agree	Neither agree nor disagree	Completely disagree	Agree	Completely disagree	Strongly disagree	Neither agree nor disagree	Agree	Disagree	Disagree	Strongly disagree	Agree	Strongly disagree	Neither agree nor disagree	Disagree	Strongly disagree	3	Disagree	Strongly disagree	0-15 min	Neither agree nor disagree	Completely disagree	10 or more	2	Disagree	2	1	0	Strongly agree
		IP Address		98	591	True		SYN_0191							anonymous	EN	I consent to participate in this study	49	Male	Doctorate	Other		Elementary	Country A	Sometimes	Almost never	Sometimes	Almost never	Often	Sometimes	Always	Often	Almost never	Never	Almost never	Never	Never	Completely disagree	Completely disagree	Completely disagree	Strongly disagree	Disagree	Disagree	Completely disagree	Completely disagree	Strongly disagree	Completely disagree	Strongly disagree	Completely disagree		Agree	Completely agree	Strongly agree	Disagree	Completely agree	Agree	Strongly agree	Strongly agree	Completely agree	Completely agree		Strongly agree	Agree	Completely agree	Neither agree nor disagree	Neither agree nor disagree	Disagree	prefer not to say	2	Neither agree nor disagree	Completely disagree	2 hrs	Agree	Neither agree nor disagree	2	1.5	Completely disagree	0.5	6-9	0	Neither agree nor disagree
		IP Address		91	988	True		SYN_0192							anonymous	EN	I consent to participate in this study	54	Female	Doctorate	Other		Intermediate	Country B	Always	Always	Always	Sometimes	Always	Often	Sometimes	Always	Often	Always	Always	Always	Always	Strongly agree	Agree	Completely agree	Completely agree	Completely agree	Strongly disagree		Strongly agree	Completely agree	Completely agree	Strongly agree	Strongly agree	Completely agree	Completely agree	Agree	Strongly agree	Neither agree nor disagree	Completely agree	Agree	Completely agree	Completely agree	Completely agree	Completely agree	Completely agree	Completely agree	Strongly agree	Completely agree	Completely agree	Completely disagree	Neither agree nor disagree	Disagree	4-6	Completely disagree	prefer not to say	2-3 hrs	Agree	prefer not to say	3	3-4	prefer not to say	4-6	6-9	1	Strongly agree
		IP Address		97	1015	True		SYN_0193							anonymous	EN	I consent to participate in this study	19	Prefer not to say	High school	Other		Advanced	Country C	Never	Never	Never	Sometimes	Sometimes	Never	Almost never	Almost never	Often	Never	Never	Always	Almost never	Strongly disagree	Completely disagree	Completely disagree	Strongly disagree	Strongly disagree	Completely disagree	Completely disagree	Strongly disagree	Disagree	Strongly disagree	Completely disagree	Strongly disagree	Completely disagree	Completely disagree	Completely disagree	Completely disagree	Strongly disagree	Completely disagree		Completely disagree	Strongly disagree	Completely disagree	Strongly disagree	Completely disagree	Strongly disagree	Completely disagree	Strongly disagree	Completely disagree	Completely agree	Completely agree	Strongly agree	11 or more	Disagree	Strongly agree	0-15 min	Strongly disagree	Strongly agree	3	5 or more	Strongly agree	7 or more	10 or more	0	Strongly agree
		IP Address		94	882	True		SYN_0194							anonymous	EN	I consent to participate in this study	65	Male	Bachelor's degree	English		Elementary	Country B	Often	Never	Almost never	Never	Always	Often	Often	Often	Never	Always	Almost never	Often	Sometimes	Disagree	Completely disagree	Strongly disagree	Strongly disagree	Neither agree nor disagree	Completely agree	Disagree	Strongly agree	Agree	Completely agree	Strongly disagree	Strongly agree	Strongly disagree	Completely agree	Completely disagree		Strongly agree	Agree	Completely agree	Disagree	Neither agree nor disagree	Strongly agree	Strongly disagree	Neither agree nor disagree	Completely disagree	Strongly agree	Disagree	Disagree	Completely agree	Strongly agree	Strongly agree	7-10	Disagree	Strongly agree	2 hrs	Completely disagree	Disagree	1	1.5	prefer not to say	4-6	10 or more	2	Neither agree nor disagree
		IP Address		96	954	True		SYN_0195							anonymous	EN	I consent to participate in this study	24	Prefer not to say	Bachelor's degree	Other		Native	Country B	Often	Often	Often	Sometimes	Often	Always	Always	Always	Almost never	Always	Sometimes	Always	Always	Completely agree	Strongly agree	Strongly agree	Neither agree nor disagree	Neither agree nor disagree	Completely agree	Strongly agree	Completely agree	Strongly agree	Neither agree nor disagree	Strongly disagree	Completely agree	Completely agree	Strongly agree	Strongly agree	Strongly agree		Completely agree	Completely agree	Completely agree	Completely agree	Completely agree	Completely agree	Agree	Completely agree	Strongly agree	Strongly agree	Completely agree	Strongly disagree	Agree	Strongly disagree	7-10	Disagree	Strongly disagree	prefer not to say	Completely agree	Agree	4-5	1.5	Completely disagree	2	2	2	Strongly disagree
		IP Address		92	1426	True		SYN_0196							anonymous	EN	I consent to participate in this study	38	Male	Doctorate	Other		Elementary	Country A	Almost never	Sometimes	Almost never	Sometimes	Often		Almost never	Often	Sometimes	Often	Sometimes	Always	Never	Agree	Strongly disagree	Strongly disagree	Agree	Disagree	Strongly disagree	Completely agree	Neither agree nor disagree	Strongly agree	Strongly disagree	Strongly agree	Neither agree nor disagree	Completely agree	Disagree	Completely disagree	Neither agree nor disagree	Neither agree nor disagree	Disagree	Completely disagree	Strongly disagree	Strongly disagree	Agree	Completely agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Completely disagree	Neither agree nor disagree	Completely disagree	Strongly agree	Strongly agree	11 or more	Completely disagree	Neither agree nor disagree	15-30 min	Completely agree	Disagree	10 or more	0.5	Neither agree nor disagree	4-6	3-5	1	Completely disagree
		IP Address		94	997	True		SYN_0197							anonymous	EN	I consent to participate in this study	43	Male	Bachelor's degree	English		Intermediate	Country B	Always	Sometimes	Often	Often	Always	Sometimes	Always	Sometimes	Often	Often	Often	Never	Sometimes	Strongly disagree	Disagree	Disagree	Strongly agree	Disagree	Completely disagree	Neither agree nor disagree	Agree	Strongly agree	Strongly disagree	Agree	Completely agree	Strongly disagree	Strongly agree	Neither agree nor disagree	Strongly agree	Strongly agree	Neither agree nor disagree	Neither agree nor disagree	Strongly agree	Strongly disagree	Completely disagree	Agree	Completely disagree	Completely disagree	Strongly agree	Completely agree	Agree	Disagree	Strongly agree	Completely disagree	3	prefer not to say	Agree	4 hrs or more	Strongly agree	Completely disagree	0	3-4	Strongly agree	4-6	10 or more	1	Completely agree
		IP Address		97	1017	True		SYN_0198							anonymous	EN	I consent to participate in this study	48	Prefer not to say	High school	English		Native	Country A	Always	Often	Almost never	Sometimes	Often	Often	Almost never	Sometimes		Sometimes	Sometimes	Never	Always	Neither agree nor disagree	Completely disagree	Agree	Completely disagree	Disagree	Neither agree nor disagree		Agree	Agree	Strongly agree	Neither agree nor disagree	Disagree	Neither agree nor disagree	Strongly disagree	Agree	Completely agree	Agree	Completely agree	Strongly agree		Completely agree	Completely agree	Completely agree	Completely agree	Completely agree	Completely agree	Completely agree	Strongly agree	Neither agree nor disagree	Disagree	Strongly disagree	7-10	Agree	Completely disagree	15-30 min	Completely disagree	prefer not to say	1	2	Agree	4-6	10 or more	2	Completely agree
		IP Address		96	434	True		SYN_0199							anonymous	EN	I consent to participate in this study	64	Female	High school	Other		Intermediate	Country C	Never	Never	Never	Often	Often	Almost never	Almost never	Never	Often	Never	Never	Sometimes	Never	Disagree	Strongly agree	Completely disagree	Disagree	Disagree	Completely disagree	Completely disagree	Completely disagree	Strongly disagree	Completely disagree	Strongly agree	Disagree	Strongly disagree	Completely disagree	Completely disagree	Agree	Disagree	Completely disagree	Strongly agree	Disagree	Agree	Disagree	Disagree	Strongly disagree	Completely disagree	Completely disagree	Completely disagree	Disagree	Neither agree nor disagree	Neither agree nor disagree	Strongly disagree	0	Completely agree	Neither agree nor disagree	15-30 min	Neither agree nor disagree	Completely agree	4-5	0.5	Completely agree	7 or more	3-5	6 or more	Neither agree nor disagree
		IP Address		98	605	True		SYN_0200							anonymous	EN	I consent to participate in this study	36	Prefer not to say	Master's degree	Other		Elementary	Country C	Almost never	Almost never	Never	Never	Almost never	Always	Never	Never	Sometimes		Sometimes	Often	Almost never	Completely disagree	Strongly disagree	Completely disagree	Strongly disagree	Completely disagree	Completely disagree	Completely disagree	Disagree	Neither agree nor disagree	Completely disagree	Agree	Strongly disagree	Strongly agree	Strongly disagree	Agree	Completely disagree	Neither agree nor disagree	Completely disagree	Disagree	Completely disagree	Neither agree nor disagree	Strongly agree	Strongly disagree	Strongly agree	Agree	Completely disagree	Strongly disagree	Completely disagree	prefer not to say	Completely agree	Disagree	2	Completely disagree	Completely disagree	15-30 min	Agree	prefer not to say	2	1	prefer not to say	7 or more	1	4	Completely disagree
		IP Address		96	284	True		SYN_0201							anonymous	EN	I consent to participate in this study	27	Prefer not to say	Doctorate	Other		Advanced	Country B	Often	Sometimes	Sometimes	Never	Often	Almost never	Never	Never	Often	Never	Sometimes	Never	Often	Strongly agree	Completely agree	Disagree	Strongly disagree	Strongly disagree	Strongly agree	Neither agree nor disagree	Completely disagree	Disagree	Neither agree nor disagree	Disagree	Completely disagree	Disagree	Neither agree nor disagree	Neither agree nor disagree	Strongly agree	Disagree	Disagree	Completely disagree	Strongly agree	Strongly agree	Completely disagree	Strongly disagree	Strongly agree	Completely disagree	Strongly disagree	Agree	Completely disagree	Strongly agree	Strongly agree	Completely disagree	0	Disagree	Completely agree	prefer not to say	Disagree	Agree	0	0.5	Strongly agree	0.5	10 or more	5	Strongly agree
		IP Address		91	1559	True		SYN_0202							anonymous	EN	I consent to participate in this study	55	Male	High school	English		Advanced	Country B	Often	Always	Sometimes	Sometimes	Never	Often	Sometimes	Never	Never	Never	Sometimes	Never	Almost never	Strongly disagree	Completely disagree	Completely disagree	Neither agree nor disagree	Strongly disagree	Completely disagree	Completely disagree	Strongly agree	Strongly disagree	Disagree	Completely disagree	Completely disagree	Strongly agree	Neither agree nor disagree	Strongly agree	Neither agree nor disagree	Strongly agree	Completely agree	Strongly disagree	Disagree	Agree	Strongly disagree	Disagree	Disagree	Completely disagree	Disagree	Strongly agree	Disagree	Disagree	Strongly disagree	prefer not to say	1	Neither agree nor disagree	Disagree	15-30 min	Strongly disagree	Neither agree nor disagree	0	1.5	Disagree	3	0.5	3	Neither agree nor disagree
